feature_a,feature_b,coefficient,interaction_effect,abs_interaction_effect
4,11,-0.0008460099321861915,-0.003384039728744766,0.003384039728744766
2,3,0.0008226620296657508,0.0032906481186630032,0.0032906481186630032
2,16,0.0008169719679674906,0.003267887871869962,0.003267887871869962
2,8,0.0007842292583039104,0.0031369170332156415,0.0031369170332156415
6,9,-0.0007732793661968587,-0.003093117464787435,0.003093117464787435
10,12,-0.0007680335371812374,-0.0030721341487249497,0.0030721341487249497
5,14,-0.0007541431365577431,-0.0030165725462309723,0.0030165725462309723
10,16,-0.0007447960885226222,-0.002979184354090489,0.002979184354090489
2,13,0.0007444609549086619,0.0029778438196346475,0.0029778438196346475
2,15,0.0007093023635637088,0.0028372094542548354,0.0028372094542548354
11,13,-0.0006597604894092949,-0.0026390419576371796,0.0026390419576371796
6,12,0.0006358057201826322,0.002543222880730529,0.002543222880730529
8,13,-0.000632485468170401,-0.002529941872681604,0.002529941872681604
2,5,0.0006282394800539784,0.0025129579202159136,0.0025129579202159136
3,16,-0.000619961365057594,-0.002479845460230376,0.002479845460230376
1,14,0.0005854200329370521,0.0023416801317482083,0.0023416801317482083
11,14,0.0005755643272525928,0.0023022573090103714,0.0023022573090103714
8,11,0.0005717814695774875,0.00228712587830995,0.00228712587830995
1,12,0.0005693971600951935,0.002277588640380774,0.002277588640380774
3,13,0.0005579204738271955,0.002231681895308782,0.002231681895308782
2,9,0.0005401197834974461,0.0021604791339897844,0.0021604791339897844
2,10,0.000515865301483516,0.002063461205934064,0.002063461205934064
1,8,0.0005157059307269243,0.0020628237229076973,0.0020628237229076973
9,11,0.0005151003354942963,0.002060401341977185,0.002060401341977185
5,10,0.0005059458538628841,0.0020237834154515364,0.0020237834154515364
6,10,0.0004945667245440728,0.0019782668981762914,0.0019782668981762914
1,13,-0.00048282184675617996,-0.0019312873870247198,0.0019312873870247198
4,10,0.0004800372247221253,0.0019201488988885012,0.0019201488988885012
2,7,0.00046869002594330394,0.0018747601037732158,0.0018747601037732158
8,10,0.0004430349202696538,0.0017721396810786152,0.0017721396810786152
6,7,-0.0004396525997914995,-0.001758610399165998,0.001758610399165998
6,11,-0.000427318951235704,-0.001709275804942816,0.001709275804942816
6,8,0.00042691799658068524,0.001707671986322741,0.001707671986322741
1,11,-0.00040331772984491393,-0.0016132709193796557,0.0016132709193796557
5,6,0.00039166473320374057,0.0015666589328149623,0.0015666589328149623
5,13,-0.0003551256046673205,-0.001420502418669282,0.001420502418669282
1,10,-0.000329502621437043,-0.001318010485748172,0.001318010485748172
5,16,-0.0002744766112779892,-0.001097906445111957,0.001097906445111957
8,12,-0.00022475861592529582,-0.0008990344637011833,0.0008990344637011833
2,4,0.0002220700810969881,0.0008882803243879525,0.0008882803243879525
9,10,0.00021851025335063137,0.0008740410134025255,0.0008740410134025255
1,6,0.00020821055781861824,0.000832842231274473,0.000832842231274473
6,13,-0.0002047005879400798,-0.0008188023517603192,0.0008188023517603192
6,16,-0.0002010433405782372,-0.0008041733623129488,0.0008041733623129488
1,16,-0.00018950387734794488,-0.0007580155093917795,0.0007580155093917795
1,9,-0.00018680188500429945,-0.0007472075400171978,0.0007472075400171978
2,6,0.00017740672078370872,0.0007096268831348349,0.0007096268831348349
2,11,0.00017286058332256077,0.0006914423332902431,0.0006914423332902431
6,14,0.00014142154700248072,0.0005656861880099229,0.0005656861880099229
10,14,-0.00011349591445896506,-0.00045398365783586025,0.00045398365783586025
3,6,0.00010759770916347223,0.0004303908366538889,0.0004303908366538889
2,14,9.780626018918853e-5,0.00039122504075675413,0.00039122504075675413
3,10,9.51678697195324e-5,0.0003806714788781296,0.0003806714788781296
1,3,-7.210641492993292e-5,-0.0002884256597197317,0.0002884256597197317
1,15,-6.988126429196412e-5,-0.00027952505716785647,0.00027952505716785647
10,13,6.700187290998357e-5,0.0002680074916399343,0.0002680074916399343
3,14,5.8704932914494055e-5,0.00023481973165797622,0.00023481973165797622
1,2,-2.4995169635715055e-5,-9.998067854286022e-5,9.998067854286022e-5
1,5,7.366301676754809e-6,2.9465206707019235e-5,2.9465206707019235e-5
